,Item_Outlet_Sales
146,2578.124415721143
147,5461.438857862202
148,1713.9197402648665
149,1729.8036459511745
150,1929.6544858551497
151,3855.7993947500845
152,476.11439877148666
153,4240.175725017515
154,2304.6728361042083
155,2175.7235241412172
156,589.617032897526
157,1065.248878489314
158,1251.7073460393824
159,961.784122055681
160,2663.2669139397567
161,3232.001617638962
162,3907.7498005270495
163,3162.2758090331336
164,1208.2296885381936
165,272.46482782092914
166,2286.967105467158
167,2871.421810717187
168,2452.066890735229
169,630.8859723273587
170,3179.644792060984
171,2701.5384056290604
172,295.05511182638156
173,62.615281734065164
174,2433.966458378542
175,3500.2675366375634
176,3164.6085488105346
177,4954.2164811859375
178,1029.5240207200243
179,6031.987326845854
180,1749.2258314979915
181,2978.833993695989
182,3996.0217635592453
183,982.5989607718997
184,283.03853430287313
185,1807.2379056579068
186,3408.4426860028602
187,3907.7498005270495
188,3716.5320972586005
189,2769.9378789002276
190,1637.6167592943448
191,3500.2675366375634
192,2435.453712409007
193,597.0577682988433
194,818.6329987923106
195,3917.4567753302526
196,551.4257886039834
197,3226.1480737255706
198,2744.9912942233095
199,123.98063743297854
200,3000.851192504261
201,2198.4856544103172
202,3260.1734087812974
203,2438.078015881226
204,1780.7049231588305
205,1736.0900740608624
206,3853.315394272362
207,1484.1523982264841
208,3313.5496015112103
209,1885.1479386841145
210,2855.1594664876475
211,60.611777585086195
212,3077.385658181324
213,1462.2757263933213
214,3837.174682503519
215,2138.062593140166
216,308.5290297394289
217,6007.253503634908
218,2460.4812533771906
219,3804.878925056722
220,365.31529973598015
221,2262.5442707742163
222,2745.3496229663433
223,3041.502466229152
224,1856.813471520604
225,1381.4442069473967
226,3379.8763381365834
227,2640.133880859725
228,709.4752816254947
229,1644.5451297630327
230,4127.759224160092
231,393.5753322283589
232,1607.7274244116593
233,1641.9256788854982
234,1166.3933502872162
235,1778.4567719953832
236,2176.323001323526
237,1902.3074707719848
238,611.6523488997716
239,2807.3773110045304
240,19.78023239720611
241,3570.8831677479307
242,371.82413082596554
243,1709.882878361055
244,341.5698031133639
245,1969.279521301576
246,742.7756110459613
247,724.7798485393487
248,200.84628663738275
249,5060.271001641438
250,3833.962762712942
251,396.65949789914634
252,285.0829310518178
253,1719.8415432999518
254,3809.6615246650554
255,1644.10567719856
256,3975.752042790319
257,3878.313024473161
258,1180.7022691161474
259,706.1507245205544
260,3260.1734087812974
261,2374.5344766337307
262,2308.113128224871
263,4027.3946693742646
264,3138.2643966934115
265,2763.5998956037506
266,2586.4037392627333
267,3259.5751448646447
268,1823.2889082369002
269,3903.2215140766025
270,3478.014678580369
271,1856.4950473823708
272,3899.7812219559396
273,2476.062747551122
274,854.3223078501755
275,1259.192144405245
276,2389.3384059670657
277,667.3899881136537
278,1924.5828207968993
279,1759.4638779310303
280,2537.19707714152
281,2520.0606752691106
282,2558.215995891317
283,2538.864238316631
284,6007.253503634908
285,4042.219405625377
286,326.02338056596466
287,1460.5874199185928
288,928.7122081954699
289,916.2539069360685
290,679.7683391253438
291,1942.5608907127876
292,1644.288916674275
293,2288.8049755709017
294,4096.293558031371
295,3060.6479072569737
296,1971.688479057979
297,2618.575663168369
298,331.81011927372026
299,522.8060271737165
300,546.2483202055527
301,3106.9272797491944
302,3642.529962246707
303,1684.20976023813
304,1528.002687589316
305,2525.96212060727
306,4118.681960188543
307,1606.1182824328514
308,2930.2008990668
309,4306.74356321235
310,1354.7980148767424
311,3599.5845793857793
312,1760.4951909437607
313,2339.082492504301
314,1744.702994423752
315,1171.8150438709802
316,3946.444821678817
317,3144.3165020904676
318,3833.962762712942
319,2207.441194515791
320,1654.8259898291824
321,1728.0770439863577
322,2872.4271125354794
323,3156.7336500933884
324,3117.8688936058015
325,3199.9552645040835
326,279.8952084088229
327,1992.9295242857793
328,987.8092742861173
329,485.96460014346553
330,486.4030019268528
331,3573.552215511564
332,3969.5957776046457
333,123.65248763659397
334,1693.4979996019208
335,1994.2253966416133
336,988.6279389044837
337,1643.808344144302
338,3196.5149723834206
339,3255.2373187233084
340,2854.9513522382817
341,669.7201181308955
342,2694.827575831322
343,3720.9121067280853
344,1677.9345936082204
345,2680.2168340297685
346,2512.1630437322005
347,5677.350775553367
348,2492.001782402481
349,1580.4286514212913
350,3109.269735689701
351,763.1383347528401
352,290.46421099779127
353,656.991586646442
354,3408.3264219483535
355,2840.1537494868526
356,2502.225677564097
357,1065.379083580392
358,2794.12939520915
359,2901.526531239211
360,490.16595245530004
361,2110.9720163388743
362,1474.146861204522
363,750.0195673380174
364,536.261680956044
365,1780.3761639574625
366,1685.777794337679
367,1631.4104025484933
368,2671.340355086554
369,2653.8627761357548
370,3976.1133437294193
371,387.0058644940501
372,332.8716916006682
373,3913.510117231969
374,4232.654362702691
375,1549.5465137267415
376,4442.766989887652
377,611.6523488997716
378,2577.867802694236
379,3418.2869015615556
380,1760.8570956070969
381,3102.101876368074
382,1386.5909334590185
383,63.81089235950958
384,1756.0541877770404
385,292.69681658846275
386,484.31387962081624
387,2857.8966462361464
388,2127.7636203614943
389,1457.9786833938215
390,3141.3002513447836
391,4055.8684179868046
392,1998.5420169611318
393,392.3026848940218
394,2141.502885260829
395,2505.6042763400224
396,1357.7166817440832
397,1746.3184636591088
398,2861.6357736308355
399,1669.5709714111442
400,2097.1999068051778
401,874.4895007404391
402,2611.7931040378585
403,251.09880320995748
404,2650.422484015092
405,3121.1608582015397
406,888.1534366022811
407,3156.581294238676
408,1372.6298876282478
409,309.2842892521238
410,3281.3822639905757
411,2578.658460300753
412,890.9907715107679
413,2878.081435771124
414,1800.6629229501498
415,305.08873761876623
416,3493.5543245999365
417,700.5018759252672
418,604.8052055075534
419,5226.317989750765
420,1656.8455392476212
421,1128.9490695809745
422,1038.3573844582063
423,2001.9172829719885
424,2055.5801970360917
425,3677.8666005661084
426,3965.152999535656
427,1268.4200063835763
428,3727.119748639346
429,827.1801241533556
430,1239.8251603802855
431,2675.7287222541863
432,439.38815451745916
433,1941.2773193419423
434,2663.643798960349
435,5498.529788546062
436,271.00210097269087
437,1441.2499687643694
438,3297.1271568684924
439,2396.9173477318914
440,1884.6253654292766
441,2666.7712562214483
442,704.6079454409784
443,1479.33894248169
444,2856.3908710130536
445,1828.0254560272035
446,2797.531046058346
447,3793.903126243488
448,5353.190698284468
449,2154.6793221273006
450,319.9819517757619
451,401.0023586457875
452,3006.6371065901826
453,2120.8871480062407
454,2853.905228590465
455,1676.300757568962
456,1733.0329067669588
457,1433.1823075985674
458,3654.7989816480745
459,1657.2899938795172
460,2524.9197253945654
461,1974.573589838695
462,985.1045737672105
463,2171.3026903088107
464,4941.796107662563
465,411.93833041751964
466,1495.4804611258085
467,669.0430246844165
468,4059.5140579539093
469,1552.0906530800214
470,4119.668589452973
471,1544.819115264278
472,2671.340355086554
473,29.405716551034494
474,5.2905544113278475
475,895.9268615687565
476,3148.673315095592
477,3028.9410050093034
478,303.86046090832474
479,748.1677202220574
480,3708.3291432033398
481,1255.0678829841838
482,2512.803021936805
483,3835.356087329696
484,3929.4654698614636
485,2019.6567347439818
486,3702.929603321059
487,2821.775366918466
488,4017.3373310546453
489,1378.4079585579675
490,2311.106539233324
491,4084.7266848053473
492,2953.1121563738598
493,1350.0543741263393
494,304.6428233274819
495,3382.7387053034854
496,1932.2528893335955
497,4118.681960188543
498,3200.712519373658
499,2523.0818552908217
500,2271.2917245731874
501,533.2314565722891
502,1311.9427712164702
503,3812.291648707538
504,766.4245241350322
505,3366.19134632957
506,310.71154226399915
507,1924.8239981431386
508,3127.7759862479315
509,3467.4237512597806
510,3351.3570784209587
511,4235.071548972787
512,161.7706670518883
513,1836.0689377534306
514,2798.800452552988
515,2639.074655577951
516,310.36689984317263
517,4036.8525413109146
518,2477.5522687575303
519,579.0984613561773
520,1931.9555288040442
521,610.2547017034199
522,655.3273444501074
523,2108.4949358034173
524,5389.986178682897
525,5963.160851702696
526,2815.3052569347383
527,1705.3049342158672
528,539.7876339027027
529,3140.022963634403
530,1320.240417029542
531,3270.7607159472877
532,1595.1811511464618
533,1937.7352187826907
534,611.2940201567377
535,3240.9047242232205
536,1904.3310733403782
537,3469.215313701579
538,2150.555670056843
539,3786.9833901567554
540,2676.834134956997
541,449.7301847440548
542,1357.1203049640644
543,303.86046090832474
544,4087.679479608584
545,6007.253503634908
546,2304.7992374426963
547,488.1125004845128
548,3884.5300200570523
549,4152.672398255769
550,1041.2435949482958
551,1644.3243466474744
552,399.2624924064896
553,3894.241432673892
554,2284.7026878676984
555,1449.5381076955027
556,3190.4806053083657
557,361.8750076153175
558,2772.6047874095634
559,3204.12944819179
560,2591.9490083523096
561,934.243537474963
562,3419.3637928240832
563,2645.629797899632
564,3221.329748318974
565,3814.621869278957
566,4112.647593113486
567,2186.62119971256
568,1666.0722893193551
569,3805.1554267640017
570,1266.751993791382
571,2752.538598761776
572,1473.3344164272676
573,1439.1956164373105
574,2672.4715550677884
575,293.54775065489525
576,303.50405722262826
577,1008.5278282032539
578,598.0498549622303
579,2279.0270300282064
580,3078.753164417585
581,348.1035199624753
582,3913.510117231969
583,2620.9753507294245
584,1529.332192064471
585,3174.073831055124
586,3563.6114014530467
587,701.9139662437391
588,3290.6366664248703
589,2670.937617727056
590,4029.7379165772563
591,1275.8047785873966
592,2489.6420439812277
593,3382.7387053034854
594,3134.890729480606
595,706.2864115281413
596,2192.1985228414674
597,2111.981237335685
598,2992.474810325609
599,2260.172526261169
600,3173.730231754313
601,3183.6346333036627
602,2304.7992374426963
603,1941.5692900179345
604,2138.062593140166
605,5540.93916513132
606,2071.794304430842
607,1499.1343851190027
608,711.6628729900966
609,399.2624924064896
610,324.02677405747204
611,1947.221000482009
612,3092.3465115355207
613,3399.4899463847105
614,2439.8433520033864
615,331.41066196948395
616,1595.420070487526
617,892.3932419103213
618,1040.9510487941332
619,297.6365641157947
620,489.8432940475155
621,287.54295312150646
622,1896.007311815122
623,2640.7585093316593
624,2911.2669801914035
625,2275.166809586445
626,486.26421567212583
627,3134.532400737572
628,1438.7167190599557
629,984.3689821654548
630,2195.479454339391
631,1766.327084888188
632,1381.3902441270434
633,1186.8047097381393
634,1275.3242292212196
635,293.35530134730993
636,2270.809996581321
637,446.02495328878274
638,1275.4863544491634
639,3088.2713478625465
640,746.2305460027445
641,2523.0818552908217
642,5255.408625966837
643,3222.8193709473962
644,1798.0606205930007
645,2466.516169098801
646,2054.123321881119
647,2687.1227381123635
648,1035.235942983617
649,539.7876339027027
650,2007.3428370534918
651,4287.674680894856
652,1790.1795823545478
653,2908.637208222296
654,2898.0402297069436
655,3699.1108393150935
656,788.9753426043392
657,300.5913504010091
658,4832.800948086815
659,4696.349296155163
660,2986.7606088420407
661,3284.1302024255338
662,3844.307527514833
663,3780.3006323059462
664,654.6390489935822
665,1676.609239873507
666,2954.5253504561274
667,1656.8854438524218
668,2556.1379334094054
669,3186.226369228054
670,679.6288389365711
671,3430.0507473570665
672,3773.333644055858
673,1806.3100522511263
674,22.921746499140873
675,1610.3730326803716
676,1828.0254560272035
677,461.9751999614867
678,1965.5689394774095
679,2992.572884697134
680,1778.13834785715
681,6316.99125207533
682,2155.964098630536
683,593.6174761781807
684,2376.1895346982874
685,3202.4772923695723
686,2062.3611427894034
687,3097.892248154483
688,3529.6316587594547
689,48.01834183936525
690,6058.293154394161
691,1314.120281863596
692,1998.5420169611318
693,2263.8423350324656
694,347.3559927933144
695,1691.9955551653607
696,4169.3772738899215
697,682.1782046903697
698,2974.814668666842
699,2496.8209533156073
700,3701.559894742629
701,2019.2346098048388
702,1682.1547386077157
703,566.4759225439483
704,1729.734235430421
705,3202.920997453022
706,652.6483510171437
707,3776.0771146650495
708,3409.1316559946517
709,3246.8039223030514
710,3389.454666708071
711,2825.3584282825373
712,3688.3370681673473
713,755.5624438423487
714,1667.587352554083
715,2574.4275105735733
716,2559.590152227689
717,271.57779440568873
718,2905.4617559745902
719,632.1351762117561
720,1562.7056456347864
721,638.2954549586666
722,295.75386491428316
723,2651.035142274278
724,3410.7820627989895
725,2880.1512102781203
726,1099.1607063862803
727,1639.0436068033735
728,5455.144602175327
729,2817.022847466183
730,1636.5583984851094
731,1697.6038153145548
732,3221.688077062008
733,327.41945150234926
734,2286.967105467158
735,2112.58328577084
736,3345.750493504747
737,828.4129909162909
738,3812.9754154472303
739,1927.842611680943
740,2019.9840506838439
741,2024.7836899200413
742,3134.890729480606
743,2547.077513929384
744,3799.2625927937743
745,2138.062593140166
746,4149.066510011674
747,3134.6906867927296
748,4220.298575820726
749,969.569765582935
750,5993.524608358879
751,2816.082476129407
752,2653.8627761357548
753,911.6558857462218
754,2127.4052916184605
755,2883.919526336078
756,2108.540945215022
757,2101.8778498144043
758,2288.7693035239868
759,1065.3739964413746
760,3763.770160316701
761,2092.712552777608
762,3102.7099580618215
763,1457.7844025822367
764,2815.794790364058
765,2191.758254282995
766,5154.675475359651
767,2232.203617331966
768,1705.5016389793204
769,2391.9292712681604
770,1220.8152823404264
771,3314.8894634926696
772,2798.0969336403177
773,54.55775020148684
774,394.326402348501
775,2913.746332691942
776,3066.255491485441
777,2898.3758092642397
778,2425.80606517325
779,4085.244143292768
780,1331.551251042289
781,1939.4394492381982
782,1313.8018577253627
783,678.8341511060055
784,2526.1761643370555
785,69.22353458713255
786,1356.0187069381593
787,3108.367897437544
788,699.6577908800316
789,1955.7345372138252
790,2855.654754987097
791,3430.0507473570665
792,630.894706351906
793,3986.7842061469123
794,1955.2218322640072
795,1284.0506380709091
796,3796.2920381868094
797,790.929313838344
798,2674.9706266493413
799,526.4846856181618
800,1552.210417784593
801,3251.7970266026455
802,2329.4780768317355
803,293.2030064598828
804,1454.7254837368978
805,3123.7458293173463
806,2667.8540535542866
807,3162.2758090331336
808,2986.9333756059214
809,2541.0727163959955
810,2078.2895509901346
811,2957.6772109662693
812,1620.7299261465052
813,1457.7844025822367
814,2492.001782402481
815,2732.8890417453995
816,2696.545301329466
817,3956.8446591713423
818,2533.7346959134406
819,3035.3126920120953
820,56.05354813881279
821,4882.254824306502
822,333.6588814363822
823,1672.6339160405362
824,587.3629004292471
825,1334.136530911346
826,2603.905025354745
827,3283.3737932068616
828,664.7410453850948
829,725.161998775186
830,1354.9904641843282
831,128.9207394296944
832,3870.2486731136564
833,1839.7532789894806
834,2066.858214372853
835,2738.954064224701
836,2715.9103485728615
837,2854.7784751348
838,2496.317016695557
839,690.9616892490185
840,4689.859313863494
841,397.0278798016888
842,473.4022280355955
843,882.7488311250003
844,2654.5172911789405
845,583.4552743613019
846,1743.052766579657
847,826.150412929802
848,1777.2646310381679
849,2851.511060117619
850,3199.9552645040835
851,4222.307504817975
852,6104.824227280247
853,2878.8624531931578
854,713.2304074097207
855,3724.6172384630386
856,1593.489315282165
857,2788.032148160055
858,424.74435067939214
859,3583.521109556061
860,1955.0293829564214
861,5870.422819508135
862,2066.9425870255327
863,1403.3884690891216
864,1674.429887114485
865,564.1631283706151
866,6003.813211514245
867,2772.5598806176718
868,2164.898861707084
869,4055.8684179868046
870,2271.0776052657047
871,361.5848087608558
872,1030.2284750741526
873,2834.989881089345
874,2571.391664311084
875,81.82369525492345
876,1260.2661180178516
877,1378.1597974290837
878,706.9124667453207
879,834.5969047681752
880,1565.9787212258575
881,5292.257911000342
882,3000.851192504261
883,1479.33894248169
884,4882.931357818262
885,2826.1883987837314
886,2715.463162041533
887,574.701418208492
888,330.1442130198095
889,2686.7644093693298
890,970.1548350359259
891,1493.0850533827909
892,1428.0310531721218
893,3205.5473652931646
894,1407.2519724016415
895,3828.6430921826745
896,3915.347987335713
897,1756.8524256924707
898,1336.8249545933857
899,1543.4023626807143
900,494.10587215609405
901,1846.3877672764104
902,2389.474545848794
903,327.0797074452015
904,3216.0807568490845
905,2691.9967379441237
906,2111.981237335685
907,1441.2499687643694
908,2971.562852178219
909,801.613346589157
910,2834.9160193471857
911,123.81674435777458
912,2727.3903160236773
913,1921.217826587028
914,2470.407183581214
915,3078.753164417585
916,611.6523488997716
917,1955.2218322640072
918,6460.3943975610255
919,1537.6560645962563
920,2672.829883810822
921,1635.066802045117
922,2669.737933069635
923,2194.4881684375355
924,768.9843918116281
925,1671.3745824493622
926,2294.136212724973
927,3827.244408091186
928,2149.4541851195645
929,1653.74257897373
930,96.45362599966158
931,5936.1745849437175
932,3910.0698251113063
933,2487.6449693973564
934,4953.818129808321
935,1806.5149245162381
936,317.99174258232597
937,2522.723526547788
938,312.08498241910763
939,3996.0217635592453
940,5439.521557584356
941,1907.923613083989
942,2535.885954569635
943,361.8750076153175
944,1393.5648969054876
945,299.00159381846424
946,841.4224141932762
947,749.3693930390389
948,2474.2743307126593
949,1178.6106312264494
950,3913.510117231969
951,4121.763923566171
952,1361.051527837925
953,2006.244560036426
954,1029.6735279836485
955,1354.9505595795276
956,1455.6094661765767
957,2512.9912265589687
958,947.7438013463055
959,2656.3527381532385
960,2150.3516059551844
961,4304.905693108607
962,3145.899715723515
963,719.0948150650104
964,1956.861725888525
965,1955.2218322640072
966,2114.1611264239527
967,3361.5905750865763
968,2636.143262327746
969,292.69681658846275
970,5385.764388805088
971,2130.231509973092
972,5455.144602175327
973,2690.6461032496354
974,657.9344207485408
975,3049.616306551219
976,937.2887442133073
977,2087.269632392845
978,2959.8610562652702
979,1769.7429150502876
980,2513.313069191035
981,1246.5262000367054
982,2706.261515725122
983,4315.358433784069
984,3090.798077548393
985,1470.623223180864
986,3230.504886730695
987,957.1816075816428
988,1264.9769149551219
989,3425.00892229752
990,1679.7636194366344
991,1482.3820722500336
992,2750.882685489203
993,3944.775989329834
994,5833.670041430905
995,3536.483844535782
996,2518.608595044122
997,1764.4858056110772
998,2347.252156074971
999,1147.490739400133
1000,3095.4951155609256
1001,2672.829883810822
1002,3155.8626125718706
1003,3769.891713903766
1004,1680.7694681174673
1005,2942.1436574279014
1006,3213.2926442551448
1007,1525.5920275065864
1008,3179.644792060984
1009,3949.610384936067
1010,2053.931010522706
1011,365.31529973598015
1012,2523.0818552908217
1013,1218.7859061037661
1014,1189.5079309522994
1015,1826.3334603522878
1016,1299.8278949709586
1017,3150.1922419113776
1018,2933.7519308682927
1019,2852.9505788923907
1020,5677.350775553367
1021,2110.192134161573
1022,3191.5788823254316
1023,337.96579616455244
1024,635.4965018168009
1025,726.8490121585435
1026,3778.6577128292397
1027,3105.560618288692
1028,2653.8627761357548
1029,3199.9552645040835
1030,980.5057892999113
1031,2127.7636203614943
1032,3590.360476508783
1033,1300.3406248872107
1034,1497.5849744716663
1035,5631.925926583912
1036,4368.324095465308
1037,1639.6798399596987
1038,5419.327899674921
1039,2036.4477685068068
1040,2739.5661062328236
1041,2938.7033653072385
1042,432.8958180591601
1043,5687.639378708734
1044,2482.894922385979
1045,2030.8098826860407
1046,308.22738288583696
1047,1048.8411900669519
1048,2677.6641434440357
1049,2809.306544897383
1050,1018.2589299792801
1051,2195.815240703432
1052,389.6409295827425
1053,3628.9443340999255
1054,1304.8326398228432
1055,2097.5582355482115
1056,2663.578931240605
1057,2304.1933578067624
1058,2969.528736980429
1059,1951.3244069223358
1060,1790.1795823545478
1061,2465.4173434351796
1062,3051.1155593342137
1063,742.6762202410142
1064,65.7437394146644
1065,6182.973186756503
1066,654.0926314730344
1067,3719.016097736323
1068,4168.194223715348
1069,154.61136635495083
1070,705.7427304389568
1071,1937.1644822035232
1072,1333.5758991436749
1073,1494.2856516154968
1074,3484.7796011102337
1075,3894.241432673892
1076,714.5391755777612
1077,2009.369259300741
1078,1320.5588411677752
1079,1176.8070536845892
1080,1667.587352554083
1081,1384.2129006628627
1082,331.0607339042714
1083,3825.1697476835957
1084,1236.174415356313
1085,1983.4223105330504
1086,1870.4108280276384
1087,1343.9776660297105
1088,2572.5119230457917
1089,1232.3893113751171
1090,3529.131788785143
1091,1849.232717942841
1092,4456.573592600013
1093,3450.0745739537397
1094,970.9791447941863
1095,2589.078605189869
1096,922.4224044354802
1097,1146.920984742253
1098,4119.742474273041
1099,1497.5892151190976
1100,2519.283234427125
1101,1427.2605936307207
1102,1756.6526863217387
1103,681.5014518091027
1104,725.7912403901165
1105,1799.6754810197663
1106,1044.5657865624185
1107,2926.731477482123
1108,246.5074573469814
1109,2834.1176378263654
1110,1730.7178040228616
1111,2653.8627761357548
1112,707.1113038526374
1113,3255.2373187233084
1114,2046.7363716621728
1115,4204.200182918568
1116,2973.608902257101
1117,1984.4236802115768
1118,3638.6674767114896
1119,3866.7751935633187
1120,4848.841709751525
1121,3372.5307022097563
1122,3539.2094111422534
1123,3104.7405591891866
1124,3205.9056940361984
1125,2669.3895916901592
1126,346.5675500481997
1127,758.8006288340755
1128,1348.666816004866
1129,2301.6295003751466
1130,3920.8970674509155
1131,1171.7901604281853
1132,1253.4265230794533
1133,3260.1734087812974
1134,271.21615273961254
1135,2074.9520879231795
1136,2155.292686567948
1137,5292.257911000342
1138,1149.475554235971
1139,3196.5149723834206
1140,1654.1008352654085
1141,1802.8614756251939
1142,986.83538844507
1143,2174.5124637010795
1144,2270.809996581321
1145,499.38213101667986
1146,2141.126792145872
1147,456.21601816561554
1148,1666.039182089683
1149,399.2624924064896
1150,3767.550585170437
1151,731.16628691608
1152,3581.2229192988634
1153,674.3687993015235
1154,2808.226107313355
1155,2581.564707841806
1156,3924.480294616923
1157,3208.70019700215
1158,1433.5642773934694
1159,2190.388047328851
1160,1074.5752618811778
1161,3291.6708671459423
1162,3989.683458812442
1163,1952.3407638364326
1164,458.76114558176255
1165,2094.1179434275487
1166,3806.951165491658
1167,1636.5583984851094
1168,1733.2647445114103
1169,2046.7363716621728
1170,2343.555250927401
1171,3949.758712460992
1172,3049.0686619241083
1173,1819.3245193968212
1174,1358.9475771205193
1175,2190.960959989083
1176,982.5989607718997
1177,700.742908877121
1178,3662.0382081286944
1179,2826.1883987837314
1180,1819.6429435350544
1181,2083.714564264431
1182,2512.978467769541
1183,2806.773828099353
1184,2581.564707841806
1185,656.2598492592266
1186,2205.2268584079684
1187,2528.5756351612645
1188,3132.6182096643092
1189,1187.1231338763725
1190,1285.4170340150745
1191,577.9974341485384
1192,3199.9552645040835
1193,3284.1302024255338
1194,5996.566549101925
1195,316.67632828208366
1196,327.7665238066318
1197,792.7634002214089
1198,792.444549575336
1199,1637.9582031922628
1200,2158.7329786886107
1201,2455.944868156628
1202,2537.877279602199
1203,2565.267060985332
1204,432.5595406782073
1205,1599.7320779193308
1206,2428.287882325448
1207,3481.0627996707035
1208,826.150412929802
1209,1694.0200583297556
1210,3657.1198292297263
1211,2578.4887584938188
1212,722.951707836398
1213,2482.894922385979
1214,2322.292110315967
1215,1314.4410299494841
1216,4075.8620021415177
1217,1149.475554235971
1218,1961.6290032002235
1219,1807.5065252110912
1220,1028.554307714673
1221,5637.928042974729
1222,2536.7889107740175
1223,1702.191273439267
1224,336.3119837213309
1225,3126.514347301954
1226,2503.667145557823
1227,845.5238621436569
1228,1276.117739779084
1229,1040.9510487941332
1230,987.8092742861173
1231,1686.6572020118795
1232,3291.956756270882
1233,298.13909651787134
1234,311.63064637286794
1235,3102.101876368074
1236,2913.746332691942
1237,2854.2805369614716
1238,507.39368138666447
1239,3516.9003745401264
1240,2592.2000466644586
1241,3306.8173447948093
1242,2486.1674818860674
1243,3258.5526007238163
1244,4213.8081932660925
1245,2940.1145305653554
1246,2181.8656296253066
1247,754.8704159882033
1248,3722.4402789908613
1249,2182.011515751608
1250,334.4915110404625
1251,3525.075878388975
1252,1579.7167988496838
1253,1357.1203049640644
1254,1935.5667801157706
1255,3777.9035109688994
1256,575.5953158705228
1257,2512.793252135455
1258,4338.694697159699
1259,526.0587386266739
1260,3068.3000348630853
1261,2982.5211791873476
1262,2863.777821232
1263,1275.4863544491634
1264,501.68880782375624
1265,1787.985810914029
1266,4221.433494665605
1267,1961.5142271924717
1268,5729.158863610258
1269,481.6529005366755
1270,388.56667895277485
1271,1706.5569462769663
1272,1354.9904641843282
1273,290.1984564132121
1274,2886.571014063735
1275,5945.16455214169
1276,2868.0524499551198
1277,2992.8043575000756
1278,1695.7298139694196
1279,920.8121363823418
1280,1942.5608907127876
1281,2981.582507946184
1282,3335.8691373443007
1283,597.0577682988433
1284,5292.257911000342
1285,1045.705150011996
1286,3474.2675496182346
1287,141.53926630319614
1288,1059.1089052675622
1289,1483.310237114106
1290,2857.5383174931126
1291,1862.110379934156
1292,1784.47011057524
1293,2498.382352296352
1294,14.379379344368887
1295,1335.6656624513869
1296,1946.8263994571448
1297,1321.2528588667394
1298,473.22157159323945
1299,2672.829883810822
1300,1181.8353912669777
1301,470.57460948943844
1302,4253.801967442935
1303,2153.022736690802
1304,1512.0079762591402
1305,534.8515438447141
1306,934.2687702529569
1307,983.1165799544428
1308,4096.772689887124
