Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCD19,OUT027,1469.9044
FDL46,OUT049,1964.8866
FDM20,OUT045,3921.2139
NCI06,OUT010,476.95898
DRM11,OUT035,4400.28
NCH07,OUT018,2305.299
FDS23,OUT013,2117.2043
FDO49,OUT018,642.20276
FDS35,OUT049,1090.077
DRK39,OUT045,1297.4197
DRI39,OUT049,961.2158
FDV04,OUT017,2422.2405
NCN14,OUT035,3122.8887
FDH08,OUT013,3919.2107
FDS20,OUT046,3058.8792
FDV40,OUT049,1158.7206
FDZ48,OUT010,244.71257
FDS24,OUT027,2361.428
FDK44,OUT049,2831.1934
FDS48,OUT045,2505.7095
FDK26,OUT010,651.68787
FDD23,OUT045,3154.9146
NCH54,OUT017,2636.0413
NCP14,OUT010,265.51218
FDM60,OUT010,34.58512
FDV24,OUT017,2319.7732
FDH08,OUT018,3221.5955
FDS12,OUT027,3256.2458
FDR39,OUT027,5004.242
FDP12,OUT027,1149.4404
DRF60,OUT027,6373.0605
FDC09,OUT035,1713.8972
FDF50,OUT018,2876.732
FDG28,OUT035,4064.551
NCE19,OUT017,923.68604
NCM53,OUT010,268.56854
NCN18,OUT049,1810.0437
FDF32,OUT035,3039.9402
FDF11,OUT013,3978.8564
DRI59,OUT049,3914.3018
NCG54,OUT035,2803.927
FDM44,OUT046,1638.4458
FDT57,OUT018,3034.3098
FDV24,OUT046,2325.4023
FDI50,OUT019,804.9386
FDS09,OUT035,836.892
NCC31,OUT027,3870.332
FDQ07,OUT019,654.0648
FDC22,OUT017,3104.727
FDZ56,OUT046,2836.2053
FDZ40,OUT019,145.70126
FDS46,OUT027,3025.0679
DRD24,OUT045,2052.6072
FDV45,OUT017,3164.204
FDL26,OUT045,2462.971
FDA56,OUT018,1777.1388
FDN27,OUT046,1641.8903
FDM20,OUT049,4093.0432
FDO16,OUT017,1496.3937
FDL03,OUT035,3112.2083
FDE58,OUT046,1920.1227
FDI02,OUT027,3068.499
NCC55,OUT019,146.92137
FDR03,OUT018,3037.5625
FDB14,OUT017,1523.5496
FDR45,OUT013,4002.33
NCN07,OUT017,2136.8828
FDM51,OUT019,422.15054
FDT52,OUT027,5635.269
FDL26,OUT046,2440.7334
NCZ42,OUT046,3846.793
DRI47,OUT019,491.1315
FDW40,OUT013,2150.132
FDN34,OUT046,2742.9382
FDS01,OUT035,2977.2092
NCG55,OUT045,1847.0538
FDC11,OUT035,1367.3287
FDX35,OUT018,3189.1824
NCB06,OUT046,2504.8767
FDR09,OUT019,723.6774
FDC53,OUT017,1512.0686
FDY45,OUT013,4267.26
FDA22,OUT010,431.0744
FDE02,OUT035,1564.186
FDW21,OUT045,1687.8702
FDV34,OUT046,1174.0826
FDS59,OUT049,1837.9972
NCW17,OUT017,2299.0808
NCK54,OUT046,1943.0353
FDG17,OUT019,708.98364
FDG35,OUT017,2954.6067
FDD08,OUT010,43.818466
NCO07,OUT017,3724.69
FDJ10,OUT010,351.56497
FDW36,OUT017,1651.0984
FDW21,OUT010,299.61777
FDY19,OUT017,1947.5813
DRE03,OUT013,721.23615
NCC55,OUT049,698.92706
FDH52,OUT010,156.03984
FDO09,OUT017,4164.4395
FDU43,OUT045,3715.7031
FDX09,OUT010,466.84122
FDH40,OUT019,327.10767
FDW58,OUT017,1672.7197
FDC47,OUT017,3951.4463
NCR41,OUT035,1579.0438
DRG49,OUT035,4243.106
FDC52,OUT027,3803.0352
FDY13,OUT046,1239.471
FDY35,OUT013,776.7654
FDI35,OUT017,3537.343
NCU18,OUT049,2468.5156
FDY33,OUT018,2380.5933
FDC15,OUT027,3661.5117
FDU01,OUT049,3155.256
NCU42,OUT046,2975.0557
NCV29,OUT018,2574.3777
NCY30,OUT017,3165.645
FDQ46,OUT049,1815.0087
FDG58,OUT027,3850.291
FDK33,OUT017,3632.9453
NCD07,OUT045,1655.5686
NCX29,OUT027,3672.344
NCT42,OUT013,2200.4958
DRN59,OUT035,818.6593
FDI44,OUT035,1414.0458
FDA45,OUT049,2273.7786
FDP31,OUT045,840.25104
FDY01,OUT046,1908.7413
FDT09,OUT018,1810.4271
DRH03,OUT027,2431.785
FDA36,OUT018,2773.0024
NCF31,OUT017,2384.1492
FDG14,OUT049,2469.8438
FDG28,OUT027,6129.3247
FDU14,OUT049,3984.564
FDY47,OUT019,407.186
FDI56,OUT049,1422.3025
DRD01,OUT013,870.13995
FDM22,OUT046,948.03674
FDH33,OUT013,668.7662
DRZ24,OUT013,1887.5204
NCQ38,OUT046,1707.6254
FDO16,OUT027,2101.638
FDU07,OUT027,3748.3113
NCB07,OUT013,2917.1934
FDU48,OUT045,2016.7097
NCM43,OUT045,2646.9788
FDR31,OUT010,397.68164
DRK49,OUT018,503.81833
NCI30,OUT010,612.70544
DRD60,OUT017,3112.6128
NCG19,OUT046,3313.672
FDH12,OUT035,1638.5441
FDM32,OUT035,1541.2318
FDM27,OUT035,2476.286
NCU53,OUT027,4128.0615
NCQ18,OUT046,1614.6001
FDS10,OUT013,2842.2332
FDB33,OUT027,4290.398
FDI12,OUT013,1337.9731
NCW42,OUT013,3622.2644
NCC06,OUT018,1810.3176
FDW02,OUT017,2181.6526
NCD43,OUT017,1560.8226
FDM57,OUT018,1072.5798
FDA58,OUT017,3747.72
FDK56,OUT046,3045.6843
FDP52,OUT045,3765.0896
FDW20,OUT018,1719.6187
FDS52,OUT049,1673.5712
NCT29,OUT018,1557.2849
NCL54,OUT013,2838.284
FDC05,OUT045,2888.1533
FDF34,OUT035,3108.0798
FDP03,OUT027,3323.0837
FDD32,OUT010,201.68791
FDZ10,OUT045,2078.041
FDZ40,OUT035,910.63916
FDD51,OUT018,533.2523
NCY30,OUT019,487.71005
FDP58,OUT017,3370.0686
FDV49,OUT017,4170.101
FDY24,OUT019,179.93875
NCO55,OUT017,1727.7932
FDR13,OUT017,1926.4651
FDS51,OUT017,1016.79236
FDP26,OUT045,1542.3524
NCB54,OUT027,3384.892
FDF32,OUT017,3137.5747
FDN31,OUT018,2718.0222
DRM48,OUT017,856.18024
FDN20,OUT049,2750.0225
DRL01,OUT046,3737.961
FDV56,OUT049,1699.6678
DRH13,OUT027,2590.9905
FDA03,OUT017,2398.1821
FDF47,OUT027,5216.245
FDX32,OUT046,2493.5276
FDX57,OUT049,1569.571
NCA30,OUT045,2920.3337
FDO49,OUT013,773.9104
FDL04,OUT019,346.1998
DRM48,OUT035,810.056
FDR16,OUT013,3500.1382
NCC19,OUT018,2861.843
NCE42,OUT045,3323.2166
FDY24,OUT017,1012.93414
FDH19,OUT049,2731.685
FDJ46,OUT013,2722.1401
FDN45,OUT010,675.4525
FDY08,OUT035,2080.118
FDZ37,OUT035,1413.5089
NCT30,OUT045,759.98254
DRY23,OUT018,530.3427
NCZ30,OUT018,1793.5128
FDC44,OUT018,1630.6133
FDB45,OUT035,1649.068
FDY04,OUT013,2591.5715
FDM27,OUT046,2593.232
FDZ43,OUT017,4095.8616
FDT39,OUT019,450.18143
NCC06,OUT019,562.8292
FDL15,OUT027,3835.3022
FDL57,OUT017,4284.3325
FDU08,OUT046,1562.8855
FDK40,OUT017,4383.526
FDQ12,OUT010,584.20636
FDS48,OUT017,2558.5945
FDP09,OUT045,3254.2842
FDW21,OUT049,1646.7592
FDY25,OUT035,3328.394
DRE13,OUT017,1355.1333
FDV43,OUT019,121.477554
FDD22,OUT045,1766.5221
FDM46,OUT019,351.59366
NCO30,OUT010,532.60504
FDM25,OUT046,2737.7122
NCN41,OUT049,2050.059
FDU24,OUT045,1578.8628
FDZ50,OUT046,3255.6462
FDP45,OUT013,4028.6926
NCM54,OUT045,2008.852
FDW10,OUT019,371.16968
FDP20,OUT017,2059.186
FDK32,OUT046,2521.7007
FDN52,OUT049,1294.4816
FDM58,OUT045,1745.5753
FDZ46,OUT027,2862.4475
NCA18,OUT018,1636.1669
FDD35,OUT046,2120.579
NCK31,OUT035,840.07935
FDI40,OUT027,2740.0635
FDT50,OUT019,317.9136
NCT06,OUT046,2548.167
FDT31,OUT035,3095.1892
FDT45,OUT049,886.60443
FDT13,OUT045,3066.0454
FDO50,OUT045,1391.581
NCU18,OUT010,419.49622
NCR54,OUT049,3176.042
NCO18,OUT018,2513.9343
FDU09,OUT045,955.1144
FDT13,OUT018,2727.0356
FDE09,OUT046,1804.3998
NCK53,OUT019,403.25272
FDG45,OUT049,3675.1396
DRH15,OUT035,705.9267
FDO21,OUT019,725.364
FDD14,OUT027,4949.4316
FDC09,OUT046,1681.8792
FDH45,OUT027,1225.9043
FDV32,OUT046,1074.3716
FDG12,OUT035,1949.8807
FDS32,OUT013,2138.2903
NCL55,OUT018,3604.1047
DRE01,OUT035,4033.4768
DRE15,OUT049,1323.289
NCL42,OUT045,3806.915
FDP31,OUT013,902.19507
FDN33,OUT018,1265.5171
FDZ59,OUT046,2701.8108
FDE45,OUT010,477.8678
FDJ07,OUT013,1881.8043
FDQ45,OUT018,2913.3162
FDM33,OUT027,5186.4956
FDO15,OUT010,221.70938
FDM46,OUT013,1479.5015
FDR03,OUT045,3351.6943
FDY49,OUT018,2395.2317
FDQ60,OUT045,1805.6714
FDW10,OUT049,2594.5005
FDO51,OUT049,759.7385
FDJ40,OUT018,1446.4398
FDS20,OUT018,2745.9966
FDU45,OUT013,1912.8036
FDV02,OUT035,2799.2622
FDN09,OUT046,3741.5103
NCM55,OUT027,5025.293
FDN23,OUT018,2169.0293
FDY31,OUT010,450.6636
FDW03,OUT010,317.86078
FDD14,OUT046,2879.9312
FDV23,OUT017,2052.036
DRI03,OUT045,2685.716
FDN13,OUT035,1548.9093
FDF45,OUT027,1821.4392
FDU46,OUT035,1529.1774
FDB57,OUT049,3759.8938
FDV12,OUT049,1706.9932
FDQ58,OUT013,2411.1113
NCA18,OUT017,1865.2676
FDH52,OUT049,962.84973
FDM24,OUT018,1972.1188
NCP43,OUT027,4660.783
NCO18,OUT019,421.04642
FDM32,OUT017,1424.5145
NCL07,OUT017,690.7387
FDK03,OUT013,4376.7856
FDP59,OUT017,1537.081
FDQ24,OUT049,4012.9392
FDQ16,OUT018,1525.0885
FDU44,OUT013,2543.0923
FDH28,OUT010,44.81462
FDV28,OUT019,102.95798
FDM22,OUT045,906.0771
FDR56,OUT046,3054.9258
FDV39,OUT049,3173.827
FDU37,OUT019,448.43866
FDQ11,OUT010,714.15314
FDX02,OUT045,3648.4253
NCS42,OUT018,1667.281
FDY57,OUT027,2693.5168
FDB21,OUT049,3878.2898
FDE28,OUT017,3916.7896
FDQ55,OUT017,2027.2294
FDA48,OUT049,3666.1514
FDZ19,OUT045,2733.1152
NCC43,OUT045,3487.3708
NCV18,OUT046,1554.6421
NCA42,OUT018,2337.063
FDY45,OUT046,4002.1907
NCC30,OUT045,2825.8994
FDM57,OUT013,1334.7544
FDL09,OUT010,388.28577
FDB09,OUT027,3401.0818
FDT44,OUT035,1915.6552
NCT06,OUT027,4082.0308
FDX26,OUT049,3227.6033
FDK32,OUT013,2521.3535
DRA12,OUT046,2127.0037
FDO46,OUT010,548.3456
FDE52,OUT013,1355.2798
NCH42,OUT045,3446.7856
FDV08,OUT035,752.0343
FDB47,OUT018,2955.529
FDC28,OUT010,237.00783
FDD22,OUT046,1975.0082
FDS07,OUT027,3162.2285
DRI13,OUT045,3445.6523
FDG32,OUT018,3154.8367
FDU14,OUT017,4141.3306
FDD28,OUT019,174.08536
NCP41,OUT017,1746.5143
FDS08,OUT049,2647.734
FDX47,OUT045,2454.7795
FDC53,OUT019,298.65067
FDQ19,OUT035,3965.4683
FDL14,OUT045,2374.9177
FDM33,OUT019,679.06195
FDA51,OUT045,1766.0247
FDZ27,OUT018,615.41235
FDT04,OUT046,688.65796
DRC13,OUT049,2012.1221
FDR16,OUT027,5567.2456
FDQ03,OUT027,6075.7026
FDE38,OUT035,2870.7725
DRH23,OUT027,1742.6986
FDT11,OUT019,554.55444
FDD09,OUT035,3149.5732
FDR40,OUT045,1296.2592
FDX07,OUT017,3186.892
FDR07,OUT035,1738.9994
FDA51,OUT017,1868.6671
FDT59,OUT019,695.7361
FDF20,OUT017,3188.7368
FDR13,OUT045,1822.9047
FDY26,OUT049,3874.231
FDW04,OUT017,2034.1971
FDK52,OUT017,4044.9778
FDN60,OUT049,2643.1262
FDM09,OUT019,411.2335
FDP46,OUT049,1369.1943
FDB50,OUT019,331.65515
NCQ29,OUT049,4017.2065
FDP16,OUT027,6242.6543
FDX33,OUT018,2338.857
FDP07,OUT010,554.83575
FDN22,OUT046,3589.627
FDF39,OUT049,4229.7393
FDS21,OUT017,962.8193
NCM42,OUT013,1737.3875
FDK50,OUT019,516.74255
DRF13,OUT027,3281.9578
FDH35,OUT018,2286.7927
FDP60,OUT018,1384.3419
DRJ49,OUT027,3221.8818
NCT42,OUT019,379.60504
FDE38,OUT049,2871.4885
FDI04,OUT049,3256.5244
NCH54,OUT045,2530.4153
FDT56,OUT049,956.01276
DRD15,OUT018,3200.1885
FDV58,OUT013,2613.8362
FDP21,OUT049,3338.0317
FDH05,OUT013,3614.716
FDR10,OUT027,4233.41
NCP06,OUT045,2250.233
FDF33,OUT049,1811.6997
DRK37,OUT013,3215.4343
DRH49,OUT045,1248.0422
FDT58,OUT013,2609.793
FDD41,OUT018,1483.3038
FDP40,OUT018,1613.5975
FDM51,OUT027,2786.5515
FDO45,OUT010,229.85315
FDW33,OUT010,261.44162
FDY24,OUT045,1029.2919
FDB10,OUT010,524.13586
FDM40,OUT035,2060.8655
NCI06,OUT017,2958.4707
FDW12,OUT019,371.29062
FDX48,OUT027,3870.7954
NCW05,OUT027,2781.1462
FDX27,OUT017,1452.2758
DRM37,OUT045,3314.479
FDA38,OUT045,3682.0034
FDR36,OUT046,713.2451
FDZ45,OUT046,3162.9397
FDG05,OUT017,2601.2395
FDK28,OUT013,4483.0503
FDV47,OUT045,1330.3976
FDN21,OUT045,2453.9358
FDP20,OUT027,3502.4946
FDI35,OUT045,3265.6182
DRY23,OUT013,681.95734
FDA56,OUT017,2109.1836
FDB09,OUT013,1988.5042
NCO26,OUT027,2842.6118
FDQ49,OUT018,2225.0637
FDI52,OUT027,3040.2446
FDZ44,OUT027,3055.2205
FDZ09,OUT018,2486.4634
FDY03,OUT049,1964.522
NCG42,OUT017,2160.7026
DRI13,OUT027,5598.525
FDQ32,OUT013,2109.6443
FDW16,OUT035,1438.03
FDU27,OUT046,829.1096
FDR28,OUT010,472.3077
FDQ49,OUT010,401.8018
FDS37,OUT046,1986.4286
FDW26,OUT018,3152.377
FDX12,OUT018,3519.2483
NCP06,OUT013,2353.538
FDW45,OUT010,386.15448
NCN30,OUT049,1504.0035
FDN24,OUT049,893.94543
NCL41,OUT027,1209.2279
FDR02,OUT019,464.50854
FDD09,OUT010,614.02716
FDS33,OUT010,236.36592
FDU22,OUT045,1919.5111
FDI53,OUT013,2520.9465
DRH01,OUT049,2779.2644
FDX32,OUT013,2230.1548
NCP30,OUT018,471.4519
FDB60,OUT045,2946.994
FDB14,OUT049,1500.853
NCP02,OUT035,919.14496
FDJ10,OUT017,2063.8438
FDG34,OUT046,1833.2479
NCB18,OUT017,1434.6658
FDM16,OUT049,1166.6534
FDW25,OUT018,1211.7677
FDB35,OUT010,259.48764
DRN11,OUT013,2135.034
FDF41,OUT019,525.32495
FDH16,OUT045,1280.6526
NCQ50,OUT018,3121.2366
DRH23,OUT018,743.72375
DRJ37,OUT013,2353.8137
DRJ24,OUT027,4992.0693
FDY16,OUT035,3234.471
FDQ27,OUT045,1758.7428
FDZ33,OUT045,2401.1501
FDF29,OUT045,2131.0928
FDA08,OUT049,2617.5596
FDG31,OUT046,1057.4883
FDE34,OUT019,691.3103
NCR30,OUT027,2202.3374
FDV33,OUT035,4146.412
DRZ24,OUT018,1751.178
NCL54,OUT035,2857.3855
FDR12,OUT049,2952.6648
NCC54,OUT046,3779.8994
DRN59,OUT013,788.55005
FDX50,OUT019,364.34372
FDV31,OUT027,4629.7964
NCA29,OUT027,4659.8413
FDW60,OUT049,2965.5066
FDX08,OUT017,3253.4875
DRD49,OUT013,3784.2915
FDD33,OUT046,3740.2214
FDW35,OUT013,680.6802
FDJ36,OUT017,1717.2977
FDV51,OUT035,2818.5718
FDW36,OUT046,1648.7964
FDH35,OUT046,2514.6143
NCS30,OUT027,3012.6653
FDN49,OUT017,695.9138
FDL08,OUT018,3351.5073
FDI09,OUT013,3921.707
FDP19,OUT018,1767.5573
FDU21,OUT010,33.022038
NCP41,OUT045,1588.3129
FDY10,OUT013,1913.3835
FDP12,OUT018,429.97507
NCN26,OUT049,1960.8588
FDK44,OUT013,2743.287
FDC28,OUT049,1662.536
FDJ41,OUT027,5807.846
NCT29,OUT035,1915.9092
NCH42,OUT019,571.719
FDU60,OUT018,2494.425
FDS02,OUT045,2993.8513
FDC51,OUT046,2033.218
FDU03,OUT013,3023.1829
FDX39,OUT045,3513.5364
NCY05,OUT010,61.976727
NCL06,OUT027,6111.388
FDD32,OUT035,1350.7854
NCN41,OUT045,1942.9585
NCX53,OUT049,2267.6506
FDU57,OUT019,423.42114
FDQ23,OUT046,1720.366
FDQ52,OUT045,4245.119
FDC14,OUT045,665.7401
FDY09,OUT035,3057.425
FDQ28,OUT045,2463.0989
FDV25,OUT046,3859.8018
FDJ07,OUT035,1927.6663
DRB25,OUT049,1663.4127
FDK52,OUT019,748.24835
FDY52,OUT027,1730.5558
FDB28,OUT046,2840.2646
FDT36,OUT035,664.4633
FDV25,OUT017,3864.9287
NCN07,OUT027,3368.5496
FDC57,OUT017,3087.276
FDQ03,OUT018,3281.2305
FDU23,OUT017,2895.0254
NCX41,OUT035,3624.3943
NCD06,OUT035,814.3133
FDW08,OUT045,1566.6431
NCU29,OUT017,2590.9617
NCE06,OUT013,2381.1301
FDV52,OUT010,248.27856
FDB02,OUT017,2901.1702
NCR18,OUT045,695.3329
FDK16,OUT049,1484.3619
NCQ29,OUT010,685.5551
FDZ01,OUT019,350.67056
FDW27,OUT035,2421.8572
FDD17,OUT018,3350.233
FDW39,OUT013,2816.2573
DRH59,OUT045,1031.3336
FDS52,OUT013,1673.3909
FDU40,OUT027,5222.049
NCF54,OUT013,2682.8113
FDH46,OUT045,1595.5996
NCP14,OUT049,1701.9131
FDH50,OUT049,3184.784
DRF15,OUT010,291.5141
FDV27,OUT027,2506.986
NCJ06,OUT049,2061.416
FDN02,OUT018,2927.149
FDQ51,OUT049,829.6137
FDQ07,OUT017,3885.1345
FDS45,OUT049,1892.7551
NCJ06,OUT045,2009.1487
FDD36,OUT035,2031.6162
FDY25,OUT045,3299.6096
FDU52,OUT046,2398.8604
DRK47,OUT017,3925.458
NCL30,OUT017,2167.737
FDN22,OUT035,3943.0403
NCF30,OUT027,3192.9094
FDK03,OUT035,4433.9497
FDT45,OUT017,929.75964
NCC54,OUT027,5832.3193
FDP08,OUT018,2886.254
FDU44,OUT046,2607.812
DRG39,OUT035,954.18677
FDU32,OUT049,2094.323
FDY27,OUT049,2979.4053
NCP54,OUT013,2067.5938
NCZ41,OUT049,2171.7373
DRL49,OUT013,2039.9275
FDI05,OUT018,1190.6937
FDY56,OUT045,4302.871
DRC13,OUT013,1997.3309
NCV29,OUT017,2930.9705
FDR24,OUT049,1385.5276
FDZ34,OUT018,2997.2893
FDP37,OUT035,2093.153
FDX08,OUT027,4846.0737
FDS57,OUT045,2143.4155
NCG18,OUT049,1708.8063
FDK25,OUT018,2514.9187
FDH53,OUT049,1259.487
DRI59,OUT018,3239.3464
FDA52,OUT046,2739.6968
FDT20,OUT010,37.043304
FDE36,OUT019,509.3497
FDI24,OUT017,2948.4565
FDB28,OUT018,2888.319
FDV11,OUT017,2770.774
FDP01,OUT046,2306.0327
FDD34,OUT027,3985.0142
FDJ50,OUT027,1438.3435
FDZ44,OUT013,1849.7054
DRO59,OUT035,1267.4658
DRB48,OUT045,695.9932
FDR21,OUT018,2553.3945
NCE42,OUT010,686.44525
FDO23,OUT046,1486.6584
NCE30,OUT018,2900.5757
FDQ22,OUT035,732.5295
FDY01,OUT045,1841.9368
FDS08,OUT017,2728.012
FDG28,OUT018,3397.6462
FDQ51,OUT018,660.19037
FDB05,OUT017,4092.204
FDO56,OUT049,1922.2494
FDE02,OUT018,1323.9198
FDN45,OUT017,3631.3335
FDS09,OUT013,780.9826
NCA54,OUT018,2732.5225
FDP09,OUT010,574.425
FDC53,OUT045,1475.8899
NCM55,OUT017,3186.3977
FDL09,OUT018,2344.056
FDA11,OUT019,304.40515
FDA50,OUT045,1438.1654
FDC23,OUT017,3129.774
FDE22,OUT049,2726.284
FDD23,OUT046,3218.1472
NCA29,OUT049,3037.2468
FDK38,OUT046,2397.5327
DRC13,OUT046,2015.2609
NCP43,OUT049,2901.1116
FDX28,OUT049,1559.8275
FDF08,OUT049,1431.7087
FDZ33,OUT046,2433.7698
FDD10,OUT049,2701.7556
FDO58,OUT017,2642.8772
FDI50,OUT017,4198.797
FDO58,OUT045,2511.0183
FDX08,OUT013,3052.5327
NCK17,OUT010,76.611534
FDF39,OUT035,4588.2544
FDU45,OUT010,351.35138
NCJ18,OUT018,1646.5111
DRC27,OUT019,422.30078
DRC25,OUT035,1448.2601
FDU59,OUT035,2485.836
FDU28,OUT035,3162.6233
NCP30,OUT046,666.4058
FDB39,OUT018,725.7363
FDE41,OUT013,1321.0784
DRH11,OUT010,167.03627
FDA58,OUT045,3621.001
FDU50,OUT046,1834.2535
FDM34,OUT013,2032.1771
FDM44,OUT027,2710.656
FDR39,OUT045,2901.6643
FDM25,OUT045,2708.7954
FDQ49,OUT049,2443.3918
DRH25,OUT018,682.9184
FDM09,OUT027,4302.6997
FDL44,OUT019,486.03537
NCR42,OUT018,484.56113
DRL59,OUT046,872.8529
FDX43,OUT013,2556.3806
DRK47,OUT010,579.297
FDU48,OUT018,1752.926
FDY12,OUT045,842.8057
NCN43,OUT018,1728.508
NCM55,OUT018,2804.637
FDQ21,OUT027,3267.8914
FDX13,OUT035,4260.1143
NCK30,OUT027,5783.1987
FDG20,OUT049,2808.8604
DRG27,OUT017,704.05646
FDY14,OUT018,4021.5327
FDP59,OUT035,1587.2926
FDU60,OUT017,3027.9514
NCC18,OUT019,574.94305
DRJ39,OUT017,3613.4783
FDS07,OUT049,1969.0712
FDM08,OUT027,5409.968
FDP51,OUT045,1975.3184
FDU16,OUT035,1545.0927
FDH12,OUT013,1639.3458
DRE48,OUT010,533.37494
NCL42,OUT027,6356.6377
FDR21,OUT045,2716.3674
NCW29,OUT035,2246.5457
FDO11,OUT013,4398.9062
NCM31,OUT049,2147.5083
FDV35,OUT019,384.07675
FDF58,OUT017,1063.7828
NCE43,OUT049,2732.1748
FDA02,OUT035,2497.8494
DRL37,OUT010,69.22999
FDR24,OUT018,1231.0559
FDW59,OUT049,1313.2498
FDS22,OUT049,735.3654
FDW24,OUT017,798.7728
FDU24,OUT035,1618.9475
FDA21,OUT027,5090.262
FDH58,OUT027,3061.2651
FDW36,OUT018,1406.1401
FDI45,OUT027,4736.4453
FDU01,OUT018,2891.6016
FDF35,OUT027,2716.9707
FDU43,OUT019,541.74866
