,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Numbered_Item_Fat_Content,Breads,Breakfast,Canned,Dairy,Frozen Foods,Fruits and Vegetables,Hard Drinks,Health and Hygiene,Household,Meat,Others,Seafood,Snack Foods,Soft Drinks,Starchy Foods
35,10.0,0.089291137,146.7102,1999,2,1,1.0,3791.0652,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,12.857645184135976,0.059511812,128.0678,1985,2,3,3.0,2797.6916,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37,8.85,0.113123893,122.5388,2009,2,3,2.0,1609.9044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,12.857645184135976,0.123111453,36.9874,1985,2,3,3.0,388.1614,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,12.857645184135976,0.026480954,87.6198,1985,2,3,3.0,2180.495,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,13.35,0.102511504,230.6352,1997,3,1,1.0,3435.528,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,9.8,0.02681843,126.002,1987,1,3,1.0,2150.534,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,13.6,0.117818348,192.9136,1999,2,1,1.0,2527.3768,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,21.35,0.069102831,259.9278,2009,2,3,2.0,6768.5228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44,12.15,0.042277867,126.5046,1987,1,3,1.0,373.5138,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45,6.42,0.089498926,178.1002,1998,2,3,-1.0,358.2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46,19.6,0.0,153.3024,2002,2,2,1.0,2428.8384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,10.0,0.025879577,265.2226,2002,2,2,1.0,5815.0972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,15.85,0.121632721,60.622,1997,3,1,1.0,2576.646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,12.857645184135976,0.255394896,196.8794,1985,3,1,-1.0,780.3176,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,7.39,0.067779712,143.8812,1997,3,1,1.0,3134.5864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,10.195,0.159803853,141.5154,1987,1,3,1.0,850.8924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,9.895,0.028696932,117.0492,1987,1,3,1.0,810.9444,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,10.895,0.065041581,196.3794,2007,2,2,1.0,3121.2704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,12.15,0.028760013,151.4708,2007,2,2,1.0,4815.0656,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,7.905,0.010053105,249.0408,2009,2,3,2.0,6258.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,9.195,0.048157338,106.1622,2002,2,2,1.0,2117.244,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57,8.365,0.071958197,38.0506,1999,2,1,1.0,796.9626,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58,15.1,0.173481304,194.511,1997,3,1,1.0,4910.275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,12.857645184135976,0.061082177,180.0344,1985,3,1,-1.0,892.172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,10.0,0.0,246.9144,2009,2,3,2.0,3185.1872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,7.97,0.040071131,87.3514,2002,2,2,1.0,1062.6168,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62,12.857645184135976,0.012090074,38.2848,1985,2,3,3.0,484.7024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63,12.857645184135976,0.15028599,51.0692,1985,3,1,-1.0,147.8076,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64,12.857645184135976,0.026015519,255.8356,1985,2,3,3.0,2543.356,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65,17.7,0.195068226,185.4266,1998,2,3,-1.0,184.4266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66,19.35,0.033082215,172.5738,2004,3,2,1.0,4865.6664,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,13.65,0.078946455,186.024,2002,2,2,1.0,1118.544,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68,17.6,0.041700756,164.8526,2002,2,2,1.0,2302.3364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69,8.645,0.143422643,95.841,1997,3,1,1.0,2027.361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70,15.6,0.105296072,170.1764,1997,3,1,1.0,3435.528,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71,15.85,0.121531501,59.222,1987,1,3,1.0,599.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,18.25,0.0,164.7526,2002,2,2,1.0,4604.6728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,7.855,0.011324862,189.6188,2007,2,2,1.0,2285.0256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74,7.825,0.186357148,254.3698,1999,2,1,1.0,5580.7356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75,8.39,0.024205661,114.0176,1997,3,1,1.0,2290.352,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
76,12.85,0.033230816,172.3422,1999,2,1,1.0,1207.0954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,12.857645184135976,0.113720344,89.9804,1985,3,1,-1.0,643.1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,19.0,0.112556507,104.9622,2007,2,2,1.0,1587.933,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79,5.905,0.0,222.5456,2002,2,2,1.0,5305.0944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,7.76,0.059352241,101.87,1997,3,1,1.0,1697.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
81,11.8,0.014087057,180.3344,1997,3,1,1.0,1427.4752,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82,16.75,0.045230944,187.9556,2009,2,3,2.0,4693.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83,12.857645184135976,0.293417759,194.6136,1985,3,1,-1.0,583.2408,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84,12.857645184135976,0.031382044,171.3764,1985,2,3,3.0,3091.9752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,15.5,0.12639886,177.0028,2007,2,2,1.0,2479.4392,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,6.055,0.025403898,160.992,2004,3,2,1.0,2716.464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,12.857645184135976,0.039057677,155.963,1985,2,3,3.0,3285.723,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,6.305,0.123115764,95.6436,1997,3,1,1.0,661.8052,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,20.85,0.039624006,117.2808,1999,2,1,1.0,1523.3504,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,20.75,0.040421193,122.173,1998,2,3,-1.0,369.519,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,8.895,0.105274111,39.9138,1999,2,1,1.0,690.4346,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92,19.6,0.033970195,55.1614,2002,2,2,1.0,1381.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93,19.7,0.053212652,57.893,2004,3,2,1.0,622.523,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
94,9.8,0.024378706,114.5492,2004,3,2,1.0,1274.3412,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95,12.857645184135976,0.009714595,120.0414,1985,3,1,-1.0,487.3656,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
96,12.15,0.131383762,246.046,1999,2,1,1.0,1231.73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
97,8.75,0.07461309,187.4556,2004,3,2,1.0,3755.112,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98,12.857645184135976,0.028459761,149.9708,1985,2,3,3.0,4363.6532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
99,8.75,0.074627201,187.8556,1997,3,1,1.0,1314.2892,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,13.3,0.063695084,151.0708,2002,2,2,1.0,1805.6496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
101,12.857645184135976,0.045797829,178.5344,1985,2,3,3.0,2854.9504,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102,8.31,0.115857223,179.1028,1999,2,1,1.0,3896.2616,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
103,16.75,0.024832806,38.7822,1987,1,3,1.0,667.7974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104,19.75,0.034027909,212.0902,2009,2,3,2.0,3185.853,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
105,17.1,0.0467696,141.1838,1987,1,3,1.0,2247.7408,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,10.5,0.116576702,163.121,1987,1,3,1.0,1794.331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,6.635,0.0,121.3098,2002,2,2,1.0,2530.7058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,12.857645184135976,0.278974075,225.372,1985,3,1,-1.0,679.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109,14.15,0.035913805,41.4138,1987,1,3,1.0,812.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110,13.3,0.079806266,232.53,1997,3,1,1.0,699.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111,8.89,0.005505481,102.4016,2007,2,2,1.0,2732.4432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112,12.857645184135976,0.064625342,176.937,1985,3,1,-1.0,176.437,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113,12.857645184135976,0.071636937,121.7098,1985,2,3,3.0,4097.3332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114,9.1,0.0,173.2054,2002,2,2,1.0,3151.8972,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,7.5,0.032677678,239.0906,1999,2,1,1.0,5942.265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
116,16.85,0.160760054,192.4478,2007,2,2,1.0,4843.695,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
117,7.485,0.06911065,109.0228,2004,3,2,1.0,2542.0244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
118,11.6,0.041177505,140.3154,2007,2,2,1.0,2552.6772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
119,11.65,0.040081193,227.0694,2009,2,3,2.0,1141.847,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120,13.0,0.035307322,47.5034,2007,2,2,1.0,680.4476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
121,12.65,0.063017847,159.0578,2002,2,2,1.0,2085.9514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
122,20.25,0.171938781,92.512,1998,2,3,-1.0,186.424,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123,8.6,0.040197932,190.153,2004,3,2,1.0,3036.048,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
124,12.6,0.049058014,62.7194,2007,2,2,1.0,866.8716,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,17.7,0.01161096,95.041,2004,3,2,1.0,868.869,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
126,14.15,0.183507295,82.4276,1997,3,1,1.0,1137.1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
127,19.25,0.102349519,52.7956,2007,2,2,1.0,928.1252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128,8.88,0.086708987,151.7682,1987,1,3,1.0,762.341,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
129,20.5,0.032835147,40.2822,2002,2,2,1.0,707.0796,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
130,12.857645184135976,0.033809913,180.5976,1985,2,3,3.0,7968.2944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,13.5,0.07266912,160.292,1997,3,1,1.0,1438.128,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
132,12.857645184135976,0.144338493,224.4404,1985,2,3,3.0,6976.2524,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
133,8.89,0.009163216,101.7016,1998,2,3,-1.0,101.2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
134,7.855,0.011307038,188.5188,2009,2,3,2.0,952.094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
135,7.235,0.076855628,116.0492,1997,3,1,1.0,1969.4364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
136,12.857645184135976,0.059956876,165.4526,1985,2,3,3.0,5262.4832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137,6.92,0.038532062,60.5852,2002,2,2,1.0,1314.2892,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
138,9.3,0.043209581,90.8172,2007,2,2,1.0,535.3032,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
139,18.5,0.056816465,132.1284,1998,2,3,-1.0,263.6568,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140,8.02,0.019866705,154.5972,2004,3,2,1.0,1402.1748,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
141,9.195,0.048331717,105.1622,2007,2,2,1.0,1693.7952,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
142,12.8,0.091221855,105.5938,2002,2,2,1.0,2143.876,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
143,16.6,0.027622076,177.6344,1999,2,1,1.0,2676.516,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
144,14.0,0.0,53.064,2004,3,2,1.0,905.488,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
145,18.6,0.039355947,246.3802,1999,2,1,1.0,7370.406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
146,16.0,0.060836524,226.8404,2004,3,2,1.0,6301.1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147,17.6,0.082316506,160.692,2004,3,2,1.0,1597.92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
148,21.25,0.155350299,178.237,2004,3,2,1.0,529.311,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149,7.235,0.076841095,117.5492,2004,3,2,1.0,1969.4364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
150,14.6,0.151419185,50.3692,2007,2,2,1.0,1034.6532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
151,13.85,0.026001976,161.521,2009,2,3,2.0,1794.331,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
152,13.65,0.073209447,197.6426,2009,2,3,2.0,2768.3964,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
153,12.857645184135976,0.041683481,31.29,1985,2,3,3.0,898.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
154,7.365,0.042560252,226.172,1997,3,1,1.0,3169.208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
155,18.35,0.014081156,223.5746,2009,2,3,2.0,3589.9936,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
156,5.465,0.0,132.5626,2009,2,3,2.0,262.3252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,18.6,0.152918384,99.8358,2007,2,2,1.0,1910.1802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
158,13.85,0.030969274,140.9154,2007,2,2,1.0,1701.7848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
159,14.0,0.060376776,154.5656,1987,1,3,1.0,2471.4496,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
160,14.0,0.04192285,54.764,1987,1,3,1.0,1331.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161,12.857645184135976,0.077367431,97.0094,1985,2,3,3.0,1808.9786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
162,5.905,0.045838211,222.5456,2009,2,3,2.0,3315.684,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163,7.27,0.071077939,114.2518,1997,3,1,1.0,2618.5914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
164,6.155,0.094659871,214.556,1997,3,1,1.0,2769.728,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165,19.5,0.077608838,233.4958,2007,2,2,1.0,5375.0034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
166,15.2,0.021327477,216.8824,2007,2,2,1.0,2838.9712,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167,12.15,0.042485444,125.0046,2009,2,3,2.0,1743.0644,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
168,12.857645184135976,0.025578526,198.8084,1985,2,3,3.0,5555.4352,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169,12.6,0.0489808,61.9194,2009,2,3,2.0,619.194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,14.5,0.019471688,164.821,2004,3,2,1.0,2120.573,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
171,16.6,0.122918852,173.0738,2007,2,2,1.0,3823.0236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
172,11.8,0.057373797,151.4366,1987,1,3,1.0,1360.2294,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
173,13.1,0.044155597,178.8318,1987,1,3,1.0,3969.4996,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
174,17.7,0.291865402,115.1834,1998,2,3,-1.0,345.5502,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
175,17.85,0.0,196.5794,1998,2,3,-1.0,585.2382,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,12.3,0.064750025,92.6804,2002,2,2,1.0,1010.6844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,11.8,0.098312421,81.4618,1998,2,3,-1.0,161.1236,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
178,12.857645184135976,0.191013663,42.1112,1985,3,1,-1.0,42.6112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
179,11.1,0.176573035,157.4604,2002,2,2,1.0,3010.7476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,12.857645184135976,0.060134441,153.0656,1985,2,3,3.0,6024.1584,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
181,11.3,0.007294652,198.1426,2002,2,2,1.0,988.713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
182,12.857645184135976,0.128478462,117.944,1985,3,1,-1.0,239.688,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
183,5.75,0.075107656,112.8176,1987,1,3,1.0,1374.2112,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
184,12.857645184135976,0.049381406,226.8062,1985,2,3,3.0,4739.8302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,11.35,0.045165796,100.0016,2009,2,3,2.0,1012.016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
186,12.857645184135976,0.09415375,165.7526,1985,3,1,-1.0,657.8104,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
187,14.0,0.028907832,130.431,1999,2,1,1.0,778.986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
188,19.75,0.018059621,179.766,2002,2,2,1.0,2336.958,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
189,6.525,0.090436094,85.0882,1999,2,1,1.0,2233.0932,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
190,10.3,0.146399712,103.9648,1999,2,1,1.0,1661.8368,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
191,5.78,0.074264356,264.7568,1999,2,1,1.0,4745.8224,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
192,11.85,0.050186726,164.1526,2002,2,2,1.0,3124.5994,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
193,16.35,0.020631654,50.1324,2009,2,3,2.0,467.3916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
194,12.857645184135976,0.01561108,182.5976,1985,2,3,3.0,5070.7328,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
195,10.5,0.041395445,37.6164,1997,3,1,1.0,540.6296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
196,19.0,0.097313129,48.0718,1997,3,1,1.0,992.7078,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
197,14.6,0.059582996,238.8538,1999,2,1,1.0,6008.845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
198,12.857645184135976,0.098663652,62.9194,1985,2,3,3.0,2105.2596,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
199,12.857645184135976,0.101338651,232.63,1985,2,3,3.0,5359.69,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200,18.75,0.052146456,104.628,2002,2,2,1.0,745.696,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
201,5.26,0.041764487,161.8868,2004,3,2,1.0,3275.736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,18.25,0.054344186,140.2154,2002,2,2,1.0,1701.7848,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
203,12.857645184135976,0.078362484,177.937,1985,2,3,3.0,6704.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,15.1,0.052339069,242.7512,1997,3,1,1.0,4119.9704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
205,15.5,0.042464962,81.5934,1998,2,3,-1.0,327.5736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,13.65,0.065732883,45.7402,1999,2,1,1.0,780.9834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
